,id,name,document
47,1011496,SHREE JALARAM SEVA TRUST,
48,1011607,THE WALTHAM ST LAWRENCE CHURCHES TRUST,
49,1011608,FRIENDS OF PARK SURGERY,"





Homepage - Park Surgery






































            Urgent Prescription Policy 
        

            Please see our new Urgent Prescription Policy for 2023  CLICK Here
        

Find out more


Dismiss










 













Menu







                                Opening Hours
                            





                                Staff
                            





                                Services
                            





                                Clinics We Offer
                            





                                Online Services
                            





                                Contact
                            





                                More Information 
                            











Park Surgery









                Appointments
            




                Prescriptions
            




                Services
            




                News
            



 












Homepage














Easter Opening Times		

We will be closed from 18:30 on Thursday 06 April until 08:00 on Tuesday 11 April.
















Closing on Saturdays		

15 April will be the last Saturday the surgery is open. From then on, we will be closed on Saturdays.











Welcome To Park Surgery











Opening Times


Choose a surgery

Please select...
Park Surgery



                        Please select a site
                    










 

























Skip video














 







Online Services










Appointments















Medical Record















Repeat Prescriptions














Social Prescribing


Skip video












Our Social Prescribing self-referral service is now live!  		

CLICK HERE TO ACCESS
CLICK HERE TO FIND OUT MORE











How Are We Doing?










Join Our Patient Group  

Join our patient participation group, Friends of Park.







NHS Friends and Family
There is no active Friends and Family survey, please visit your FPMS system to configure them.







 














Access Online Services		

Click here to access Online Services










Register for Online Services		

Complete an online access application form and come to the surgery with photo ID.








 






Further Information






                                Carers Advice
                            





                                Health Advice
                            





                                Organisations & Societies
                            





                                GP Earnings
                            





                                Practice Policies
                            





                                Useful Telephone Numbers
                            












Sign in





© 2023 FPM Group
Accessibility
Cookie Policy
Sitemap






















×
Translate this website with google








This website uses cookies
We use cookies to improve user experience. Choose what cookies you allow us to use. You can read more about our cookies before you choose.



Strictly Necessary





Performance





Targeting





Functionality





Save & Close
Accept all
Decline all





"
50,1011611,THE PIED PIPER TRUST,"








Pied Piper Appeal | Making a difference to sick & disabled children in Gloucestershire



















































































 











 








0 Items
 












Home
Who We Are

Our Vision
About Us
Board | Trustees | Team
Our Supporters
Vacancies


How We Help

How We Help
What We’ve Achieved
Stories


How You Can Help

Individual Fundraising
Business Fundraising
Wills and Legacies
100 Club
Volunteering


Events

Events Calendar
Classic Cars, Trucks and Gardens
Pied Piper Live


News
30 Years
Shop
Newsletter
Donate
 


Select Page


  
 
 














Helping Sick and Disabled  Children In GloucestershireThe Pied Piper Appeal is the leading children’s charity in Gloucestershire. Our mission is to make a difference to the lives of sick and disabled children in the county.
Find Out More









How We Achieve What We DoWe provide the latest equipment for the children mainly in the Children’s Centre at Gloucestershire Royal Hospital but also equip waiting areas at paediatric outpatient areas in all the hospitals in the County.
Find Out More









We Are Always Putting On Events & FundraisersWe are always putting on amazing events throughout Gloucestershire to help with fundraising.
See Our Events









How Can You Help? Find out how you can help with fundraising, donations and much more.
Find Out More









Join Our 100 Club!Join our Pied Piper 100 Club and you could be our next big winner!
Find Out More










The Pied Piper Appeal makes a difference to sick and disabled children in Gloucestershire.

Founded in 1992, The Pied Piper Appeal is the leading children’s charity in Gloucestershire. Our mission is to make a difference to the lives of sick and disabled children in the county.
We do this in four main ways: Funding the Children’s Centre at Gloucestershire Royal Hospital and other county hospitals, Supporting all of the SEND Schools in Gloucestershire with equipment and resources, Sending children with life-limiting illnesses and their families on Wish Holidays to make lasting memories and Improving children’s experiences at mental health facilities in the county.
Online wholesale and retail high quality best replica watch









Help Transform a Child’s Life Today


As a charity we rely on the support and fundraising efforts of everyone in Gloucestershire. We hope that your generosity will continue which will help us to give the children in Gloucestershire the best care possible.

Donate







How we help.








County Hospitals
Funding The Children’s Centre at Gloucestershire Royal Hospital and other County Hospitals.








SEND Schools
Supporting all of the SEND Schools in Gloucestershire with equipment and resources.








Wish Holidays
Sending children with life-limiting illnesses and their families on a Wish Holiday to make lasting memories.








Mental Health Facilities
Improving children’s experiences at Mental Health Facilities in the County.









What we’ve achieved:

13 Wish Holidays Approved | Wish Holidays | £33,058.74Children’s Outpatient Revamp  |  In Hospitals  |  £20,000Alderman Knight School Minibus  |  In Schools  |  £12,4957 NHS Training Courses Approved  |  In Hospitals  |  £4,059.29







Upcoming events.





<!=========Events list Template 2.2.4=========>
07
May
2023
Open Gardens at Highnam Court (NGS)Enjoy the beautiful gardens at Highnam Court; open as part of the NGS Scheme. Open at 11:00am and last entry at 4:00pm Entrance fee is £5.00 per adult. Children under […]
Find out more »
04
June
2023
Open Gardens at Highnam Court (NGS)Enjoy the beautiful gardens at Highnam Court; open as part of the NGS Scheme. Open at 11:00am and last entry at 4:00pm Entrance fee is £5.00 per adult. Children under […]
Find out more »
10
June
2023
Pied Piper Live! Abba & Queen Tribute Bands at Highnam CourtOur first Live music concert at Highnam Court on Saturday, June 10th. Date: 10th June 2023 Time: Gates open from 15:00 Location: Highnam Court, GL2 8DP Featuring: Bootleg ABBA and […]
Find out more »





See More Events







JOIN OUR 100 CLUB TODAY AND YOU COULD BE OUR NEXT WINNER!

Find Out More








Pied Piper News










It is National Autism Month
Apr 1, 2023Celebrating National Autism Month at Pied Piper with pics of the autism area at Milestone School, in Gloucester which we have supported for many years. All the links to our Ball, Live event, Car Show and Golf Day are in this weeks post along with pics of businesses...




Pied Piper provide a vehicle for Battledown Special School
Mar 25, 2023Where the money goes - Another vehicle is delivered to Battledown Special School & thanks to Vaughan Howell for the fantastic wrapping on the car. Also in this weeks post - Volunteers needed in May. All the links to our events - Pied Piper Live, Classic Cars,...




News from our Race Day & booking links for all our forthcoming events
Mar 18, 2023Race Day winners help us to make an even bigger difference with their gifting. All our booking links are in this weeks post for Pied Piper Live, Classic Cars & Gardens, The Right Royal Ball & our Golf Day. It also includes our shop news, just giving news and...










More Latest News







Sign up to The Pied Piper Post
Sign up to our weekly newsletter to stay updated with the Pied Piper Appeal!












 By checking this box I consent to the use of my information provided for email marketing purposes.








 Sign Up 













Lets be social





Follow



Follow



Follow







Thank You To:

Titan Performance For £2677Gloucester Quays Rotary For £10,000Penguin Uniform For £500Gloucester Glass For £500Ecclesiastical For £125Belmont School For £82.52Ivy Brasserie, Cheltenham For £2500Greyhound Inn, Longlevens For £1000



 








Get In Touch  Gloucestershire Royal Hospital, Great Western Rd, Gloucester GL1 3NN
 0300 422 6119
Phone lines are open Mon – Fri 9am – 5pm
For all other enquiries please visit our Contact us page

Our Policies Privacy
Cookies
Terms & Conditions
Safeguarding
 

Follow Us
















 



The Pied Piper Appeal England, Charity number: 1011611 | Privacy Policy | Cookie Policy | Website supported by Smart Communications 









Pin It on Pinterest


 



BOOK TODAY!



 






























































We use cookies to ensure that we give you the best experience on our website. If you continue to use this site we will assume that you are happy with it.Ok




"
51,1011618,LLUSERN,"






















































































Hafan | Cristnogaeth21

























top of pageAmdanom NiBlogAdnoddauDatganiadauAgoraCefnogiEnglishMwyUse tab to navigate through the menu items.CefnogiCysylltuTrafod a dehongli Cristnogaeth gyfoesNod C21 yw cynnig llwyfan i ddehongliadau radical, rhyddfrydig a blaengar o’r ffydd Gristnogol a thrwy hynny hwyluso trafodaeth gyhoeddus a myfyrdod personol ar faterion ffydd.BlogDicter IesuByddwch ddig!Croeso!Cysylltucristnogaeth21@gmail.comAnchor 1Datganiad PreifatrwyddMae Llusern: Cristnogaeth 21 Cymru 
yn elusen gofrestredig rhif 1011618© 2022bottom of page










"
52,1011629,CHERRY LODGE CANCER CARE,"






Cherry Lodge Cancer Care - Information and Support Centre in Barnet























































020 8441 7000
info@cherrylodgecancercare.org.uk
   







Home
About Us

About Us
Our Centre (open by appointment only)
Find Us
Our Vision, Our Mission, Our Values
Our History
Our Staff
Our Board, Our Patrons
Strategic Direction, 2015-18
Cherry Lodge Cancer Care Data Protection Policy


Our Services

Our Current Services and Activities
Information
Support
Members’ Drop-In
Complementary Therapies

Acupuncture (some appointments available)
Aromatherapy & Massage (suspended)
Reflexology (some appointments available)
Reiki Healing (some appointments available)
Spiritual Healing (suspended)


Group Activities

Cherry Lodge Singing Group (suspended)
Chi Gung (Qigong) (suspended)
Yoga – currently not available


Psychological Support

Hypnotherapy


Support Groups
Home Visits by Befrienders (now Telephone or Outdoors Only)
Outreach Service (reduced provision)
Members’ Events and Outings


Fundraising

Fundraising
Past Events
Events Programme
Putting on an Event for Cherry Lodge
Sponsorship for Cherry Lodge Cancer Care

Sponsorship Fundraising News


Corporate Fundraising

Corporate Fundraising News




Volunteering

Volunteering
Volunteer Roles at Cherry Lodge


Shop

The Cherry Lodge Shop
Items for Sale in the Cherry Lodge Shop
The Cherry Lodge Van


Ways to Give

Ways to Give
Donation Opportunities and Service Costs
Wills and Legacies
How to Donate
Donate Online via the Enthuse website


Contact Us


Search for:



Go


 



 


Cherry Lodge Cancer Care is a charity committed to improving the quality of life for those living with cancer, their carers and families. Our Centre is now open but with some anti-Covid precautions in place. We continue to wear masks in the building and ask anyone with any signs of infection not to enter. Please see Our Current Services and Activities page for more information.Our Current Services & Activities   Recent News   Donate Online 









Our Services

We are continuing to provide Information and Support by Telephone or Zoom. Meanwhile, we are taking precautions to allow our Centre gradually to reopen. Some appointments and hands-on complementary therapies, with reduced access, can now be booked.
More About Our Services 



Fundraising

Fundraising is vital to Cherry Lodge Cancer Care. Without it, we would not be able to offer free services to all our members. We raise funds in numerous ways, including putting on our own varied programme of fundraising events and helping others to raise funds for us.
Support our Future Events 



Volunteering

Volunteer support is at the heart of the Cherry Lodge Centre and at the heart of the services we provide. We value the time given by all our volunteers in helping us to achieve our mission to support people living with cancer, their family, friends and carers.
More on Volunteering 





Fundraising Events:


 



Our Shop

Our shop in Church Passage, Barnet is well stocked with a wide range of good quality seasonal items. As the shop is small we are not always able to accept donations straight away – so please phone first to check.
More on our Shop 



Financial Support


Click to Donate Online









 Registered Charity no. 1011629 | Howard House, 23 Union Street, Barnet, Hertfordshire EN5 4HY. | Telephone: 020 8441 7000 | E-mail: info@cherrylodgecancercare.org.uk
 © 2023 Cherry Lodge Cancer Care
Data Protection Policy
Cookie Policy
 









"
53,1011637,DIAL-A-DREAM,"



Dial-a-Dream



























Skip to content  





  Dial-a-Dream


 






Home
 

  




Blog 













Hedgeplants for greater privacy 

Hedgeplants are suitable as borders in your garden. This will provide more privacy. Hedgeplants are generally very compact, which ensures that no one can see […]











All about peonies 

Peonies only bloom for a short time and maintenance is not very easy, but of course they are beautiful with those enormous colourful flowers. Buying […]











Flower pots, a world to choose from 

Where in the past plants were sold in the well-known orange pots, they are now usually sold in black plastic containers. In both cases you […]








SearchSearchRecent PostsHedgeplants for greater privacy
All about peonies
Flower pots, a world to choose from
Categories Garden

 




Copyright © All rights reserved. Theme Blog Mall by Creativ Themes

 





"
54,1011662,HOLY TRINITY ROTHWELL TRUST,
55,1011663,UNION LODGE BENEVOLENT FUND,
56,1011667,THE MASONIC LODGE NO 3334 BENEVOLENT FUND,
57,1011723,BANGLADESH YOUTH MOVEMENT,"

Bangladesh Youth Movement




"
58,1011770,THE TOWNSEND-JEANTET PRIZE TRUST,
59,1006724,EVEN SWINDON COMMUNITY CENTRE,
60,1006726,ALDERLEY EDGE SCHOOL FOR GIRLS,"Welcome to Alderley Edge School for Girls | Cheshire                AdmissionsContact UsOnline AccessAboutWelcome from the HeadmistressAims & vision statementLeadership & GovernancePastoral CareSafeguardingHistory & AlumnaeExam ResultsSchool policiesInspection ReportJob vacanciesSchool FeesEarly YearsParent TestimonialsHealth & WellbeingOur EnvironmentUseful InformationLearning and Specialist TeachingMeet The TeamThe Prep SchoolCurriculumEnrichmentPastoral care#BeMore ProgrammeTechnologyBefore & After School CareMeet The TeamPrep Sport and Physical EducationSeniorsYear 7 Entry (11+ Examination)CurriculumCareers@AESGEnrichmentPastoral CareGifted & TalentedTechnologyMeet The TeamSenior Sport and Physical EducationSixth FormCurriculumCareers@AESGEnrichmentLeadership OpportunitiesLeavers’ destinationsMeet The TeamEdge LifeAlumnaeAspire MagazineEvents & Key DatesNewsThe Parent & Friends’ AssociationApple Regional Training CentreFor ParentsTerm DatesParent PortalSchool UniformFood & NutritionStaffGetting here             Register for Senior School Taster Day (Current Year 5) | 28 June 2023 Register for our Sixth Form (External applicants only) Register for Reception Class 2023 Register for Reception Discovery Days Academic  Enrichment  Spirituality  Girls #bemoreAspire not to have morebut to be more Welcome from our HeadmistressMrs Nicola SmillieIt is my great pleasure to welcome you to our wonderful school. We are a high-achieving, academic and dynamic school which fosters the well-being of each individual within an exciting, happy and supportive environment. Girls at AESG achieve the highest academic standards, but we believe that an outstanding education is far more than simply the acquisition of examination results. Our dedicated staff are highly qualified experts in the education of girls. They are extremely committed to inspire girls to aim high, achieve their full potential, whilst providing first class pastoral care and support.Read the full welcome from the Headmistress here See us in action Daily Tours of the SchoolBook Now More events We are currently offering daily tours of the schoolBook NowNews Headmistress’ Blog | March 2023 March 30, 2023 AJIS Winners! March 27, 2023More newsAdmissionsEarly Years (2-5)Prep (5-11)Seniors (11-16)Sixth Form (16-18) Whole School VideoAlderley Edge School for Girls is an ISI 'Excellent' school for girls aged 2-18, comprising our Nursery, Prep School and Senior School. Our film will give you a flavour of the school and everything that our parents and pupils love about it, however we would always encourage you to come and see us first hand. To book a personal tour, please contact our admissions team on admissions@aesg.co.uk or call 01625 583028. We look forward to welcoming you to our school.   Early YearsExcellent Early Years care with state of the art facilities, where we pride ourselves on the highest academic standards and pastoral care. Our girls are academically curious and enjoy the enriched learning. From girls aged 2.   Prep SchoolOur Prep School is dynamic and thriving environment for your daughter to start her academic journey at AESG.  Wonderful pastoral care and an exciting curriculum, means every girl is known and nurtured. This enables our girls to enjoy challenge and maximise their potential within a welcoming environment.   Senior SchoolLife in the Senior School is always exciting. We seek to engage the girls in the pursuit of excellence across the board, both academically in the classroom and through an extensive range of enrichment activities.    Sixth FormLife in the Sixth Form is very different from Year 11.  Students work in partnership with teachers to achieve their goals and reach their full potential.  “If you want your daughter to be intellectually curious and fulfil her academic potential but without any attendant hothouse pressures, this is just the place.”The Good Schools Guide Why an All Girls Education?At an all-girls school, girls have the freedom to choose subjects which ignite their passions, free from gender bias such as STEM subjects. Girls at AESG readily throw themselves into Robotics, Engineering and the Sciences and have the confidence to enter national competitions, competing at the highest level as well as furthering their studies by choosing these subjects at A-level. School PoliciesEdge LifeContact UsEvents & Key DatesCookie Policy     01625 583028   schoolmail@aesg.co.ukRegistered Company Number 2659703. Registered Charity Number 1006726. Site developed by ClientsFirst      "
61,1006769,THE NEWMAN ASSOCIATION,
62,1006816,ENGLISH RECORDS COLLECTIONS (TRUST),
63,1006902,STURTON-LE-STEEPLE VILLAGE HALL MANAGEMENT COMMITTEE,
64,1006962,EDUCATION FOR DEVELOPMENT,"





Education For Development | Community | Learning | Social Change | Community and non-formal learning for disadvantaged communities, Africa, Asia and Europe






































 
 

 


 



Skip to content
Home
About Us
International Projects
UK Work
Learning & the Environment
Training
Partners
Support Our Work
Contact Us
News
 Home
About Us
International Projects
UK Work
Learning & the Environment
Training
Partners
Support Our Work
Contact Us
News
 Home
About Us
International Projects
UK Work
Learning & the Environment
Training
Partners
Support Our Work
Contact Us
News
 







 
International ProjectsRead More 
UK WorkRead More 
Support Our WorkRead More 
About UsRead More 
PartnersRead More 
TrainingRead More




Death of Alan Rogers, Founder of Education For Development4th May 2022UncategorisedWe were sad to hear of the news of Alan Rogers’ death in April 2022. Alan founded Education For Development in 1985 and delivered and participated in training, workshops and research across the world before his ‘retirement’ in 1996. He then spent 25 years leading and participating in multiple adult education and other learning initiatives […]
Community Learning With People Seeking Asylum4th June 2021UncategorisedDuring COVID lockdowns we have worked with Reading Red Kitchen to support online learning for people seeking sanctuary in Reading, with a grant from Awards For All and a Local Connections grant. Laptops and smart phones were provided which were used for online language classes, accessing mental health support and for keeping in touch with […]
Event With The FGM Centre: The Role of Education in Responding to FGM and other Harmful Practices20th May 2019UncategorisedWe are delighted to work with The National FGM Centre on the following event: The Role of Education in Responding to FGM and other Harmful Practices The new government statutory guidance on Relationships and Sex Education (RSE), announced in 2019, makes it compulsary for secondary schools to teach pupils about FGM and other harmful practices. […]





Registered Charity Number: 1006962
Privacy Policy


			  Designed by www.mdmcreative.com in association with www.aeconsultancy.co.uk








We use cookies to ensure that we give you the best experience on our website. If you continue to use this site we will assume that you are happy with it.Ok



"
65,1007000,THE PROVINCIAL GRAND CHARITY OF GLOUCESTERSHIRE,
66,1007028,KNARESBOROUGH AND DISTRICT MEN'S FORUM,
67,1007044,EAST SHROPSHIRE TALKING NEWSPAPER,"




East Shropshire Talking Newspaper



















































































Menu
Skip to content
Home
Listen
About Us
Become A Volunteer
Become A Listener
Contact Us
Donate
News & Events
Testimonials
Useful Links
 



East Shropshire Talking Newspaper









Home

Welcome to the East Shropshire Talking Newspaper (ESTN)
The East Shropshire Talking Newspaper (ESTN) is staffed by an entirely voluntary group of people, and since its inception in 1990, has provided a FREE (weekly)
News and Features Audio Service for visually impaired people.
ESTN is a registered charity. Based in Telford, it provides a free weekly USB memory stick to its registered subscribers, and its content is made more widely available via the Internet, Smart Phone Apps, and the most widely used Smart Speakers.
The weekly 80 minute recording contains local news, notices, sport and features; including items from the local press and other local/national publications, such as Shropshire Magazine and TNF Soundings, alongside items produced in-house by the ESTN team; covering a wide range of subjects and matters of interest.
WAYS TO LISTEN To East Shropshire Talking Newspaper

Can You Help?
Do you know someone who has any form of sight impairment?
If you feel you can help, either by joining us, or by raising awareness, please download our ESTN Awareness-Appeal Sheet or visit our Become A Volunteer page on our website. Many thanks for spreading the word.
This slideshow requires JavaScript.

Acknowledgements
We gratefully acknowledge the ongoing help given by the following organisations, without which we could not operate.
– Wrekin Housing Group; for providing us with excellent studio facilities, and much practical and moral support.
– Midland News Association; for the complimentary on-line newspapers they supply, and for their ongoing permission to read items from their publications which are:

Telford and Bridgnorth Journals
Market Drayton and Newport Advertisers
Shropshire Star
Shropshire Magazine

– Royal Mail; who collect and deliver the Pouches for our listeners free of charge each week.
– Editors of Other Publications from which we read; for their kind permission to do so.

© East Shropshire Talking Newspaper | Registered Charity : 1007044
Share this:TwitterFacebookPrintWhatsAppEmailLike this:Like Loading...







Home
Listen
About Us
Become A Volunteer
Become A Listener
Contact Us
Donate
News & Events
Testimonials
Useful Links




 Website Powered by WordPress.com.













Follow


Following







				East Shropshire Talking Newspaper			









 

												Sign me up											




											Already have a WordPress.com account? Log in now. 





 





				East Shropshire Talking Newspaper			



 Customize




Follow


Following


Sign up
Log in
Copy shortlink
Report this content


											View post in Reader										


Manage subscriptions

Collapse this bar









 




















































































Loading Comments...



 


Write a Comment...




Email (Required)



Name (Required)



Website










































 


%d bloggers like this:		


 



"
68,1007104,WHITEFRIARS PARENT SCHOOL ASSOCIATION,
69,1007207,HEADWAY BRISTOL BRAIN INJURY ASSOCIATION LIMITED,"     Homepage | Headway Bristol     
    




HomepageAbout UsServicesGet InvolvedMeet The TeamDonateContact
Select Page
https://www.headwaybristol.org.uk/wp-content/uploads/Untitled-video-Made-with-Clipchamp.mp4Welcome To Headway BristolWe are a local independent charity with over 40 years of experience working to improve life after brain injury. We support adults and their families to work towards achieving long term improvements to the quality of their lives.Easter Coffee Morning PosterOur ServicesWhen someone suffers a brain injury there are many other people whose lives are affected by that injury. Partners, children, siblings, parents and loved ones need support at multiple stages.Crisis supportSupport during admission into hospital, immediately after suffering a brain injury, on or before discharge.Ongoing supportFollowing discharge from hospital, ongoing and long-term support for those affected. Focussed on rehabilitation and reablement.How to access our servicesOur support services cover Bristol, the counties of Bristol, North Somerset and South Gloucester and comprise of a mix of free and paid for services. For more information and how to contact us, click discover more below.
Our Services
Join Us Today!Help us improve life after brain injury!We are always looking for more help and there are many ways to show your support for brain injury survivors and to get involved.Apply to volunteering or open positions for Bristol Headway below. 
Get Involved
3
 “Headway Bristol have given me so much support, guidance and confidence to believe in myself again. I now have a future which is happy and fulfilling” “Headway’s kindness throughout our journey really transformed our darkness, you’ll never know how much this support mattered to us”“It’s been so helpful and reassuring having someone I could turn to with any questions and concerns I had, you really helped me to work things out, I honestly can’t thank Headway Bristol enough”“It’s really nice to know there’s someone out there helping and supporting me while my loved one is in hospital, just having someone to talk to has helped in so many ways”About UsGet in Touch.If you would like to speak to the team at Bristol Headway about the work we do, please see our contact details below.Find UsFrenchay Beckspool BuildingFrenchay Park RoadBristolBS16 1LECall UsGeneral Queries and Information0117 414 3222Contact Hospital Navigators Directly07776 369507 Email UsGeneral Queries and Information[email protected]  For Carers and Hospital Navigator Service[email protected]Social MediaInstagram@headway_bristolFacebookHeadway BristolHomepageAbout UsServicesGet InvolvedMeet The TeamDonateContact
LegalsA Company Limited by GuaranteeRegistered in England No.2659120 – Registered Charity No. 1007207Affiliated to Headway UK, the brain injury association, a Registered Charity.We use cookies on our website to give you the most relevant experience by remembering your preferences and repeat visits. By clicking “Accept All”, you consent to the use of ALL the cookies. However, you may visit ""Cookie Settings"" to provide a controlled consent.Cookie SettingsAccept AllManage consent


Close
Privacy OverviewThis website uses cookies to improve your experience while you navigate through the website. Out of these, the cookies that are categorized as necessary are stored on your browser as they are essential for the working of basic functionalities of the website. We also use third-party cookies that help us analyze and understand how you use this website. These cookies will be stored in your browser only with your consent. You also have the option to opt-out of these cookies. But opting out of some of these cookies may affect your browsing experience.


Necessary							

Necessary
Always Enabled
Necessary cookies are absolutely essential for the website to function properly. These cookies ensure basic functionalities and security features of the website, anonymously.CookieDurationDescriptioncookielawinfo-checkbox-analytics11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Analytics"".cookielawinfo-checkbox-functional11 monthsThe cookie is set by GDPR cookie consent to record the user consent for the cookies in the category ""Functional"".cookielawinfo-checkbox-necessary11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookies is used to store the user consent for the cookies in the category ""Necessary"".cookielawinfo-checkbox-others11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Other.cookielawinfo-checkbox-performance11 monthsThis cookie is set by GDPR Cookie Consent plugin. The cookie is used to store the user consent for the cookies in the category ""Performance"".viewed_cookie_policy11 monthsThe cookie is set by the GDPR Cookie Consent plugin and is used to store whether or not user has consented to the use of cookies. It does not store any personal data.

Functional							

Functional
Functional cookies help to perform certain functionalities like sharing the content of the website on social media platforms, collect feedbacks, and other third-party features.

Performance							

Performance
Performance cookies are used to understand and analyze the key performance indexes of the website which helps in delivering a better user experience for the visitors.

Analytics							

Analytics
Analytical cookies are used to understand how visitors interact with the website. These cookies help provide information on metrics the number of visitors, bounce rate, traffic source, etc.

Advertisement							

Advertisement
Advertisement cookies are used to provide visitors with relevant ads and marketing campaigns. These cookies track visitors across websites and collect information to provide customized ads.

Others							

Others
Other uncategorized cookies are those that are being analyzed and have not been classified into a category as yet.
SAVE & ACCEPT
          

"
70,1007305,SHEFFIELD SCHOOLS CHRISTIAN WORKER TRUST,"





















































































Christians and Sheffield Schools (CaSS) | Free Resources
























top of pageHomeWho & WhatWhat is CaSS?Meet the TeamMindmap of Our WorkHistory of CaSSPhoto GalleryEvents & TrainingWhat's Coming UpJoined Up ConferenceSchool Chaplaincy CourseResourcesResource HubPrayer CardsNewsletterAnnual Report & PoliciesSign UpNewsletter Sign UpDonateMore...Use tab to navigate through the menu items.Welcome to
Christians and Sheffield Schools
(CaSS)Question mark






wHO AND WHAT?Find out more about CaSS. Book




SCHOOL CHAPLAINCY COURSEOur course for those interested in becoming school chaplains - find out more here.Chain link




Resource hubExplore a wealth of links to resources on a wide range of topics.Camera





Photo galleryGet a taste of some of our work. People




Joined up conferenceOur annual conference - find out more about past and present events here.   We'd love to hear from you!
​
Fiona: fiona.walton@cass-su.org.uk / 07812 855332
 Jacqueline: admin@cass-su.org.uk
​
Postal address (please note we do not have an office here and it is for post only):
Christians and Sheffield Schools, c/o Bents Green Methodist Church, Ringinglow Road, Sheffield, S11 7PU
​
Registered charity no: 1007305bottom of page










"
71,1007324,QUIDHAMPTON CHURCH HALL,
72,1007326,FRIENDS OF RUFFORD SCHOOL ASSOCIATION,"




























































































Home | Rufford Primary School | Invictus Education Trust


























top of pageAbout UsWelcomeOur Vision, Value & EthosOur ClassesMeet the TeamTerm DatesInvictus Education TrustCareers with InvictusStatutoryAdmissions - Join Us NowOFSTEDPolicies, Statements & GuidancePupil PremiumPE and Sport PremiumSafeguardingOperation EncompassSpecial Education NeedsAssessmentGovernanceLegal and FinancialCurriculumOur School CurriculumSchool LifeSchool NewsOur School DaySchool UniformSchool MealsVisits and ExperiencesNational School Breakfast ProgrammeInvictus MagazineOur NurseryContact UsContact UsMoreUse tab to navigate through the menu items.Every day, in every way, our pupils come firstJoin UsApply Now For September 2023Apply NowHeadteacher's WelcomeWelcome to our website.  My name is Mrs Tilley and I am proud to be the Headteacher of  Rufford Primary School.  Click  below to read my full welcome.Read MoreInvictus Education TrustWe are a proud founding member of the Invictus Education Trust, click below to learn more about our Trust and our family of schools
​Visit InvictusSchool NewsWe love to share stories of our children's successes and our school achievements, click below  to the most recent school news and to view our Newsletters.School NewsLatest School News
​Come to our Stay and Play02 likes. Post not marked as liked2Newsletter 30th January 20230Post not marked as likedConsultation on Invictus Education Trust Admission Arrangements 2024/250Post not marked as likedMore School News




 Rufford Primary School & Nursery
  Bredon Ave,
   Stourbridge,
   DY9 7NR
 Tel: 01384 686717
 Email: info@ruffordprimary.co.uk©2020 by Invictus Education TrustA Member of Invictus Education Trust
Registered address: Invictus Headquarters, Kinver High School, Enville Road, Kinver, South Staffs, England DY7 6AA. 
 A charitable company limited by guarantee registered in England and Wales  (company number: 09284368)bottom of page










"
73,1007335,RHEUMATOLOGY DISCRETIONARY FUND UCL CHARITY,
